aalenio aalenios
aguaceirada aguaceiradas
aguaceiro aguaceiros
aguada aguadas
agua-de-cheiro agua-de-cheiro
aguadeiro aguadeiros
aguadilha aguadilhas
aguador aguadores
agua-florida agua-florida
agua-forte agua-forte
agua-fortista agua-fortista
agua-furtada agua-furtada
aguagem aguagens
agua-mae agua-mae
agua-marinha agua-marinha
agua-mel agua-mel
aguamento aguamentos
agua-morna agua-morna
aguape aguapes
agua-pesada agua-pesada
aguapezal aguapezais
aguaraponda aguarapondas
aguaraquia aguaraquias
aguaraquia-acu aguaraquia-acu
aguardamento aguardamentos
aguardente aguardentes
aguardenteiro aguardenteiros
agua-regia agua-regia
aguarela aguarelas
aguarelista aguarelistas
aguarras aguarrases
aguas-mestras aguas-mestras
aguateiro aguateiros
agua-tofana agua-tofana
agua-viva agua-viva
aguazil aguazis
agucadeira agucadeiras
agucadura agucaduras
aguco agucos
agude agudes
agudez agudezes
agudeza agudezas
agudia agudias
agudizacao agudizacoes
agueira agueiras
agueiro agueiros
aguia aguias
aguiachilena aguiachilenas
aguiao aguioes
aguia-pescadora aguia-pescadora
aguieiro aguieiros
aguilhada aguilhadas
aguilhao aguilhoes
aguilhoada aguilhoadas
aguilhoadela aguilhoadelas
aguilhoamento aguilhoamentos
aguilhoeiro aguilhoeiros
agulha agulhas
agulhara agulharas
agulhao agulhoes
agulheiro agulheiros
agulheta agulhetas
agulheteiro agulheteiros
aia aias
aiaca aiacas
aiaia aiaias
aiapaina aiapainas
aijulata aijulatas
ailantina ailantinas
ailanto ailantos
aimara aimaras
aimara aimaras
aimore aimores
aio aios
aipe aipes
aipim aipins
aipo aipos
aiva aivas
aivica aivicas
aizoacea aizoaceas
ajaja ajajas
ajara ajaras
ajardinamento ajardinamentos
ajare ajares
ajoujamento ajoujamentos
ajoujo ajoujos
ajuda ajudas
ajudadouro ajudadouros
ajudante ajudantes
ajuntadeira ajuntadeiras
ajuntadouro ajuntadouros
ajuntadouro ajuntadouros
ajuntamento ajuntamentos
ajustado ajustados
ajustagem ajustagens
ajustamento ajustamentos
ajuste ajustes
ajustura ajusturas
ajutorio ajutorios
ala alas
alabama alabamas
alabanda alabandas
alabandina alabandinas
alabao alaboes
alabarda alabardas
alabardada alabardadas
alabardeiro alabardeiros
alabastrita alabastritas
alabastro alabastros
alabastro-calcario alabastro-calcario
alacridade alacridades
alagacao alagacoes
alagadeiro alagadeiros
alagador alagadores
alagamar alagamares
alagamento alagamentos
alagoa alagoas
alalia alalias
alamanda alamandas
alamar alamares
alambari alambaris
alambique alambiques
alambiqueiro alambiqueiros
alambor alambores
alambra alambras
alambrado alambrados
alambre alambres
alameda alamedas
alamia alamias
alamire alamires
alamo alamos
alampada alampadas
alanceamento alanceamentos
alanhador alanhadores
alano alanos
alanterna alanternas
alantoide alantoides
alantoidiano alantoidianos
alantotoxico alantotoxicos
alao aloes
alaque alaques
alarde alardes
alardeadeira alardeadeiras
alares alareses
alargamento alargamentos
alarido alaridos
alarifagem alarifagens
alarife alarifes
alarma alarmas
alarme alarmes
alarmista alarmistas
alarvaria alarvarias
alarve alarves
alarvia alarvias
alastramento alastramentos
alastrim alastrins
alaude alaudes
alavanca alavancas
alavao alavoes
alavoeiro alavoeiros
alazao alazoes
alba albas
albacora albacoras
albanis albanises
albanesa albanesas
albano albanos
albara albaras
albarda albardas
albardao albardoes
albarbeira albarbeiras
albardeiro albardeiros
albardilha albardilhas
albarela albarelas
albarra albarras
albatroz albatrozes
alberca albercas
albergagem albergagens
albergamento albergamentos
albergaria albergarias
albergue albergues
albergueiro albergueiros
albificacao albificacoes
albigense albigenses
albina albinas
albinia albinias
albinismo albinismos
albita albitas
albizo albizos
albogue albogues
alboque alboques
albor albores
albornoz albornozes
albricoqui albricoquis
albricoquiiro albricoquiiros
albufeira albufeiras
albugem albugens
albuginea albugineas
album albuns
albume albumes
albumen albumens
albumina albuminas
albuminato albuminatos
albuminoide albuminoides
albuminuria albuminurias
albuminurico albuminuricos
alburno alburnos
alca alcas
alcacar alcacares
alcacaria alcacarias
alcacer alcaceres
alcacerense alcacerenses
alcachofra alcachofras
alcachofrado alcachofrados
alcachofra-dos-telhados alcachofra-dos-telhados
alcachofral alcachofrais
alcacova alcacovas
alcacuz alcacuzes
alcacuz-da-terra alcacuz-da-terra
alcada alcadas
alcadafe alcadafes
alcadefe alcadefes
alcador alcadores
alcadura alcaduras
alcagem alcagens
alcaguete alcaguetes
alcaidaria alcaidarias
alcaide alcaides
alcaidessa alcaidessas
alcaidina alcaidinas
alcaiota alcaiotas
alcaiote alcaiotes
alcaixa alcaixas
alcalescencia alcalescencias
alcali alcalis
alcalicidade alcalicidades
alcalimetria alcalimetrias
alcalimetro alcalimetros
alcalinidade alcalinidades
alcalinismo alcalinismos
alcalinizacao alcalinizacoes
alcaloide alcaloides
alcalose alcaloses
alcamento alcamentos
alcamonia alcamonias
alcancador alcancadores
alcancadura alcancaduras
alcancamento alcancamentos
alcance alcances
alcandor alcandores
alcandora alcandoras
alcanfor alcanfores
alcanfora alcanforas
alcanforeira alcanforeiras
alcantil alcantis
alcantilada alcantiladas
alcanzia alcanzias
alcapao alcapoes
alcaparra alcaparras
alcaparral alcaparrais
alcaparreira alcaparreiras
alcaparreiro alcaparreiros
alca-pe alca-pe
alcaprema alcapremas
alcaptona alcaptonas
alcaptonuria alcaptonurias
alcaptonuria alcaptonurias
alcaravao alcaravoes
alcaravia alcaravias
alcaraviz alcaravizes
alcarrada alcarradas
alcateia alcateias
alcatifa alcatifas
alcatifeiro alcatifeiros
alcatira alcatiras
alcatra alcatras
alcatrao alcatroes
alcatratr alcatratres
alcatraz alcatrazes
alcatre alcatres
alcatroeiro alcatroeiros
alcatruz alcatruzes
alce alces
alcedinideo alcedinideos
alciao alcioes
alcion alcions
alciona alcionas
alcionario alcionarios
alcione alciones
alcobaca alcobacas
alcobacense alcobacenses
alcoceifa alcoceifas
alcofa alcofas
alcoilo alcoilos
alcomonia alcomonias
alcool alcoois
alcoolato alcoolatos
alcoolatra alcoolatras
alcoolatura alcoolaturas
alcoolico alcoolicos
alcoolismo alcoolismos
alcoolista alcoolistas
alcoolizacao alcoolizacoes
alcoolometro alcoolometros
alcoometro alcoometros
alcorao alcoroes
alcorca alcorcas
alcorca alcorcas
alcorce alcorces
alcorcova alcorcovas
alcorque alcorques
alcouce alcouces
alcouceiro alcouceiros
alcova alcovas
alcovitagem alcovitagens
alcoviteira alcoviteiras
alcoviteirice alcoviteirices
alcoviteiro alcoviteiros
alcovitice alcovitices
alcunha alcunhas
alda aldas
aldeamento aldeamentos
aldeao aldeoes
aldebara aldebaras
aldeia aldeias
aldeido aldeidos
aldeola aldeolas
aldeota aldeotas
aldolixacao aldolixacoes
aldose aldoses
aldraba aldrabas
aldrava aldravas
aldravada aldravadas
aldravao aldravoes
alecrim alecrins
alecrim-do-campo alecrim-do-campo
alectoromancia alectoromancias
alectoromante alectoromantes
alectoromaquia alectoromaquias
alefriz alefrizes
alegacao alegacoes
alegoria alegorias
alegragem alegragens
alegramento alegramentos
alegrao alegroes
alegrete alegretes
alegria alegrias
alegro alegros
aleia aleias
aleijada aleijadas
aleijado aleijados
aleijamento aleijamentos
aleijao aleijoes
aleitacao aleitacoes
aleitamento aleitamentos
aleive aleives
aleivosia aleivosias
alelomorfos alelomorfoses
aleluia aleluias
alemanismo alemanismos
alemao alemaes
alemena alemenas
alem-mar alem-mar
alentejano alentejanos
alento alentos
alepidoto alepidotos
alergeno alergenos
alergia alergias
alerta alertas
aleta aletas
aletofilo aletofilos
aletologia aletologias
aletria aletrias
aleuromancia aleuromancias
aleuromante aleuromantes
aleurometro aleurometros
aleurona aleuronas
alevadouro alevadouros
alevim alevins
alexandrinismo alexandrinismos
alexandrita alexandritas
alexia alexias
alfa alfas
alfabetacao alfabetacoes
alfabetador alfabetadores
alfabetamento alfabetamentos
alfabetizacao alfabetizacoes
alfabetizam alfabetizans
alfabeto alfabetos
alfacal alfacais
alface alfaces
alfacinha alfacinhas
alfafa alfafas
alfafal alfafais
alfageme alfagemes
alfaia alfaias
alfaiata alfaiatas
alfaiataria alfaiatarias
alfaiate alfaiates
alfama alfamas
alfandega alfandegas
alfandegagem alfandegagens
alfandegamento alfandegamentos
alfandegueiro alfandegueiros
alfanjada alfanjadas
alfanje alfanjes
alfaque alfaques
alfaqui alfaquis
alfaquim alfaquins
alfaraz alfarazes
alfarrabio alfarrabios
alfarrabista alfarrabistas
alfarroba alfarrobas
alfarrobal alfarrobais
alfarrobeira alfarrobeiras
alfavaca alfavacas
alfavaca-de-cobra alfavaca-de-cobra
alfazema alfazemas
alfeca alfecas
alfeire alfeires
alfeireiro alfeireiros
alfeloa alfeloas
alfeloeiro alfeloeiros
alfena alfenas
alfeneiro alfeneiros
alfinico alfinicos
alfenide alfenides
alfenim alfenins
alferce alferces
alferes alfereses
alfinetada alfinetadas
alfinete alfinetes
alfineteira alfineteiras
alfobre alfobres
alfombra alfombras
alfonsia alfonsias
alforje alforjes
alforra alforras
alforria alforrias
alforva alforvas
alfostigo alfostigos
alfridaria alfridarias
alfuja alfujas
alga algas
algaco algacos
algalia algalias
algar algares
algaravia algaravias
algaraviada algaraviadas
algarismo algarismos
algarobeira algarobeiras
algarobo algarobos
algarviense algarvienses
algazarra algazarras
algebra algebras
algebrista algebristas
algema algemas
algeroz algerozes
algia algias
algibe algibes
algibebe algibebes
algibeira algibeiras
algidez algidezes
algirao algiroes
algo algos
algodao algodoes
algodao-polvora algodao-polvora
algodoal algodoais
algodoaria algodoarias
algodoeiro algodoeiros
algodoim algodoins
algofilia algofilias
algofilo algofilos
algofobia algofobias
algofobico algofobicos
algolagnia algolagnias
algologista algologistas
algor algores
algoritmo algoritmos
algostase algostases
algoz algozes
algrafia algrafias
alguazil alguazis
alguergue alguergues
alguidar alguidares
alhada alhadas
alhal alhais
alheabilidade alheabilidades
alheacao alheacoes
alheador alheadores
alheamento alheamentos
alheia alheias
alheiro alheiros
alheta alhetas
alho alhos
alia alias
aliado aliados
aliadofilia aliadofilias
aliadofilo aliadofilos
aliadofobia aliadofobias
aliadofobo aliadofobos
aliagem aliagens
alianca aliancas
aliazar aliazares
alibi alibis
alicate alicates
alicerce alicerces
aliciacao aliciacoes
aliciamento aliciamentos
aliciente alicientes
alidada alidadas
alidade alidades
altenabilidade altenabilidades
alienacao alienacoes
alienado alienados
alienador alienadores
alienante alienantes
alienatario alienatarios
alienista alienistas
alifafe alifafes
aligator aligatores
alijamento alijamentos
alijacao alijacoes
alimaria alimarias
alimentacao alimentacoes
alimento alimentos
alimpa alimpas
alimpadeira alimpadeiras
alimpador alimpadores
alimpadura alimpaduras
alimpamento alimpamentos
alindamento alindamentos
alinde alindes
alinea alineas
alinhador alinhadores
alinhamento alinhamentos
alinhavo alinhavos
alinho alinhos
alipina alipinas
alisado alisados
aliseu aliseus
alisio alisios
alisma alismas
alismatacea alismataceas
alistabilidade alistabilidades
alistamento alistamentos
alistando alistandos
alistao alistoes
aliteracao aliteracoes
aliteramento aliteramentos
aliviacao aliviacoes
aliviador aliviadores
aliviamento aliviamentos
alivio alivios
alizaba alizabas
alizar alizares
alizari alizaris
alizarina alizarinas
aljafra aljafras
aljava aljavas
aljazar aljazares
aljofar aljofares
aljofareira aljofareiras
aljofre aljofres
aljuba aljubas
aljube aljubes
aljubeiro aljubeiros
aljubeta aljubetas
aljubeteiro aljubeteiros
alheio alheios 
alma almas
almacega almacegas
almacego almacegos
almaco almacos
almadena almadenas
almadia almadias
almadraque almadraques
almadrava almadravas
almafega almafegas
almagre almagres
almagro almagros
almalho almalhos
almanaque almanaques
almandina almandinas
almanjarra almanjarras
almargem almargens
almaxar almaxares
almecega almecegas
almecegueira almecegueiras
almeia almeias
almeirao almeiroes
almejo almejos
almenara almenaras
almiranta almirantas
almirantado almirantados
almirante almirantes
almiscar almiscares
almiscareira almiscareiras
almiscareiro almiscareiros
almocadem almocadens
almocafre almocafres
almocavar almocavares
almoco almocos
almocrevaria almocrevarias
almocreve almocreves
almoeda almoedas
almofaca almofacas
almofacilha almofacilhas
almofada almofadas
almofadinha almofadinhas
almofariz almofarizes
almofate almofates
almofeira almofeiras
almofreixe almofreixes
almofrez almofrezes
almogaure almogaures
almogavar almogavares
almograve almograves
almolina almolinas
almondega almondegas
almoravida almoravidas
almqravide almqravides
almorreimas almorreimases
almotacaria almotacarias
almotace almotaces
almotacil almotacis
almotolia almotolias
almotalia almotalias
almoxarifado almoxarifados
almoxarife almoxarifes
almuadem almuadens
almudada almudadas
almude almudes
almuedao almuedoes
alna alnas
alno alnos
alobroge alobroges
alobrogo alobrogos
alocasia alocasias
alocroismo alocroismos
alocromia alocromias
alocromatia alocromatias
alocucao alocucoes
alodialidade alodialidades
alodio alodios
aloendro aloendros
aloes aloeses
aloetina aloetinas
aloftalmia aloftalmias
alogia alogias
aloina aloinas
alojacao alojacoes
alojamento alojamentos
alojo alojos
alombamento alombamentos
alomorfia alomorfias
alomorfismo alomorfismos
alonga alongas
alongamento alongamentos
alonimo alonimos
alopata alopatas
alopatia alopatias
alopecia alopecias
alopicio alopicios
alopecura alopecuras
alopia alopias
aloquete aloquetes
alosna alosnas
alote alotes
alotropia alotropias
aloucamento aloucamentos
alpaca alpacas
alparca alparcas
alparcata alparcatas
alparcateiro alparcateiros
alpargata alpargatas
alpargataria alpargatarias
alpargateiro alpargateiros
alparqueiro alparqueiros
alpendrada alpendradas
alpendrado alpendrados
alpendre alpendres
alpercata alpercatas
alpercateiro alpercateiros
alperce alperces
alperche alperches
alperce alperces
alpercheiro alpercheiros
alperceiro alperceiros
alpinismo alpinismos
alpinista alpinistas
alpiste alpistes
alpondras alpondrases
alporama alporamas
alporca alporcas
alporque alporques
alquebramento alquebramentos
alqueiramento alqueiramentos
alqueirao alqueiroes
alqueire alqueires
alqueive alqueives
alquequenje alquequenjes
alquequenque alquequenques
alquermes alquermeses
alquifa alquifas
alquifol alquifois
alquifu alquifus
alquilaria alquilarias
alquiler alquileres
alquime alquimes
alquimia alquimias
alquimista alquimistas
alquitara alquitaras
alstromeria alstromerias
alta altas
altair altaires
altamisa altamisas
altanadice altanadices
altanaria altanarias
altar altares
altar-mor altar-mor
alta-roda alta-roda
alteamento alteamentos
alteia alteias
alter alteres
alteracao alteracoes
altercacao altercacoes
alternacao alternacoes
alternador alternadores
alternancia alternancias
alternativa alternativas
alteza altezas
altibaixos altibaixoses
altiloquencia altiloquencias
altimetria altimetrias
altimetro altimetros
altiplano altiplanos
altlplanura altlplanuras
altissimo altissimos
altista altistas
altitude altitudes
altivez altivezes
altiveza altivezas
alto-falante alto-falante
alto-relevo alto-relevo
altruismo altruismos
altura alturas
alua aluas
alucinacao alucinacoes
alucinamento alucinamentos
alude aludes
aludeu aludeus
alugacao alugacoes
alugador alugadores
alugamento alugamentos
aluguel alugueis
aluguer alugueres
aluicao aluicoes
aluimento aluimentos
alula alulas
alumbramento alumbramentos
alume alumes
alumen alumens
alumiacao alumiacoes
alumiamento alumiamentos
alumima alumimas
aluminacao aluminacoes
aluminagem aluminagens
aluminato aluminatos
aluminio aluminios
aluminita aluminitas
aluminotermia aluminotermias
alunagem alunagens
alunar alunares
alunissagem alunissagens
aluno alunos
alusao alusoes
